t,u,v,r,X,Y,Z
30.388832092285156,186,190,25.35,-61.346875000000004,23.645833333333332,222
62.74867057800293,187,190,25.33,-60.8890625,23.645833333333332,222
95.12710571289062,187,191,25.34,-60.8890625,23.172916666666666,222
126.3422966003418,187,191,25.39,-60.8890625,23.172916666666666,222
158.97655487060547,188,191,25.33,-60.43125,23.172916666666666,222
189.6190643310547,188,191,25.31,-60.43125,23.172916666666666,222
222.13411331176758,188,191,25.27,-60.43125,23.172916666666666,222
270.82133293151855,188,191,25.31,-60.43125,23.172916666666666,222
302.11901664733887,188,191,25.29,-60.43125,23.172916666666666,222
309.8738193511963,188,191,25.29,-60.43125,23.172916666666666,222
334.10191535949707,188,191,25.31,-60.43125,23.172916666666666,222
399.22261238098145,188,191,25.37,-60.43125,23.172916666666666,222
430.5758476257324,188,191,25.36,-60.43125,23.172916666666666,222
463.5324478149414,188,191,25.3,-60.43125,23.172916666666666,222
495.220422744751,188,191,25.17,-60.43125,23.172916666666666,222
526.4585018157959,188,191,25.12,-60.43125,23.172916666666666,222
559.1466426849365,188,191,25.14,-60.43125,23.172916666666666,222
607.7733039855957,188,191,25.13,-60.43125,23.172916666666666,222
638.0932331085205,188,191,25.14,-60.43125,23.172916666666666,222
643.4240341186523,188,191,25.14,-60.43125,23.172916666666666,222
669.4653034210205,188,191,25.15,-60.43125,23.172916666666666,222
702.6247978210449,188,191,25.12,-60.43125,23.172916666666666,222
735.3250980377197,188,191,25.17,-60.43125,23.172916666666666,222
799.7612953186035,188,191,25.1,-60.43125,23.172916666666666,222
831.3462734222412,188,190,24.99,-60.43125,23.645833333333332,222
863.5528087615967,188,190,25.03,-60.43125,23.645833333333332,222
895.6897258758545,189,190,25.07,-59.9734375,23.645833333333332,222
943.7775611877441,189,190,25.04,-59.9734375,23.645833333333332,222
975.8756160736084,188,190,25.02,-60.43125,23.645833333333332,222
982.9633235931396,188,190,25.02,-60.43125,23.645833333333332,222
1006.0467720031738,188,190,25.05,-60.43125,23.645833333333332,222
1037.5001430511475,188,190,25.13,-60.43125,23.645833333333332,222
1069.6821212768555,188,191,25.13,-60.43125,23.172916666666666,222
1102.7283668518066,188,194,25.35,-60.43125,21.754166666666666,222
1135.246992111206,188,197,25.46,-60.43125,20.335416666666667,222
1198.2543468475342,189,204,25.01,-59.9734375,17.025,222
1247.6844787597656,188,206,25.0,-60.43125,16.079166666666666,222
1280.4312705993652,188,208,25.06,-60.43125,15.133333333333333,222
1287.2819900512695,188,208,25.06,-60.43125,15.133333333333333,222
1310.450553894043,188,210,25.15,-60.43125,14.1875,222
1341.766357421875,188,211,25.11,-60.43125,13.714583333333334,222
1375.295639038086,188,213,25.13,-60.43125,12.768749999999999,222
1407.5307846069336,188,216,25.01,-60.43125,11.35,222
1438.1980895996094,188,218,25.0,-60.43125,10.404166666666667,222
1471.8139171600342,188,221,25.04,-60.43125,8.985416666666666,222
1503.0708312988281,188,223,25.08,-60.43125,8.039583333333333,222
1535.2213382720947,188,225,25.03,-60.43125,7.09375,222
1616.35160446167,187,231,25.19,-60.8890625,4.25625,222
1626.1920928955078,187,231,25.19,-60.8890625,4.25625,222
1645.432472229004,187,235,25.28,-60.8890625,2.364583333333333,222
1678.9498329162598,186,239,25.27,-61.346875000000004,0.47291666666666665,222
1711.6293907165527,185,242,25.33,-61.8046875,-0.9458333333333333,222
1743.5274124145508,185,244,25.27,-61.8046875,-1.8916666666666666,222
1775.5463123321533,186,247,25.3,-61.346875000000004,-3.310416666666667,222
1807.5001239776611,187,251,25.24,-60.8890625,-5.202083333333333,222
1839.8160934448242,186,255,25.29,-61.346875000000004,-7.09375,222
1869.7052001953125,187,260,25.25,-60.8890625,-9.458333333333332,222
1919.5277690887451,188,263,25.23,-60.43125,-10.877083333333333,222
1950.3905773162842,188,264,25.19,-60.43125,-11.35,222
1983.0470085144043,187,266,25.19,-60.8890625,-12.295833333333333,222
2016.0162448883057,185,268,25.3,-61.8046875,-13.241666666666667,222
2046.0398197174072,181,270,25.38,-63.635937500000004,-14.1875,222
2079.022169113159,175,272,25.58,-66.3828125,-15.133333333333333,222
2111.816883087158,171,274,25.53,-68.2140625,-16.079166666666666,222
2142.63653755188,170,276,25.56,-68.671875,-17.025,222
2174.5166778564453,171,277,25.49,-68.2140625,-17.497916666666665,222
2223.4761714935303,172,278,25.46,-67.75625000000001,-17.97083333333333,222
2255.9311389923096,172,279,25.17,-67.75625000000001,-18.443749999999998,222
2287.1358394622803,173,280,25.18,-67.2984375,-18.916666666666664,222
2318.5126781463623,174,282,25.11,-66.840625,-19.8625,222
2351.5360355377197,178,283,25.04,-65.009375,-20.335416666666667,222
2383.5415840148926,183,284,25.21,-62.7203125,-20.808333333333334,222
2414.034605026245,188,285,25.07,-60.43125,-21.28125,222
2446.997880935669,189,286,25.07,-59.9734375,-21.754166666666666,222
2479.5424938201904,189,287,25.09,-59.9734375,-22.227083333333333,222
2511.4665031433105,188,287,25.11,-60.43125,-22.227083333333333,222
2558.8860511779785,188,288,25.06,-60.43125,-22.7,222
2591.604471206665,188,288,25.03,-60.43125,-22.7,222
2621.594190597534,188,289,25.0,-60.43125,-23.172916666666666,222
2654.9041271209717,188,289,25.03,-60.43125,-23.172916666666666,222
2687.422513961792,188,289,25.06,-60.43125,-23.172916666666666,222
2719.412326812744,189,290,25.05,-59.9734375,-23.645833333333332,222
