t,u,v,r,X,Y,Z
8014.286756515503,255,120,34.18,-18.713283910265165,35.687396777150475,139.60532307537278
8048.462629318237,250,118,34.53,-19.948496550914673,35.91442635989149,138.1902676720603
8112.414360046387,236,111,35.92,-23.011856990080744,36.50556412809656,132.8427044186036
8144.0980434417725,227,108,36.24,-25.252446976106423,37.02468940472692,131.6697004060773
8193.182706832886,218,104,36.82,-27.259952573180158,37.54575189449766,129.5955986614949
8225.085496902466,207,99,37.73,-29.4713714766758,37.9872617457071,126.46991631900987
8232.335567474365,207,99,37.73,-29.4713714766758,37.9872617457071,126.46991631900987
8254.588842391968,196,95,38.44,-31.74293022594856,38.34337217465216,124.13397353580235
8287.516593933105,187,92,38.86,-33.67887321708335,38.71369292176284,122.79232997211122
8318.954944610596,180,90,39.11,-35.22483180276572,38.98604007424582,122.00741351869706
8351.680517196655,173,90,39.18,-36.91999311884828,38.916386608059064,121.78943192231348
8383.294582366943,166,90,39.5,-38.364746556627445,38.601114615284914,120.80278335990486
8416.272640228271,161,89,39.9,-39.21325891822066,38.46889692946815,119.59172788762511
8447.986841201782,156,89,40.27,-40.07475968927798,38.11544543048868,118.49292134880163
8527.92739868164,140,88,41.28,-42.90832138100604,37.42911694931696,115.59374861231206
8536.275148391724,140,88,41.28,-42.90832138100604,37.42911694931696,115.59374861231206
8558.995008468628,132,87,41.42,-44.6638815443815,37.54801805528318,115.20304062569392
8592.322826385498,123,86,41.42,-46.80204608639977,37.793429937997445,115.20304062569392
8624.003410339355,114,86,41.47,-48.881203863734626,37.74786274492053,115.06414137246786
8656.453609466553,107,86,41.57,-50.42063225449562,37.65705720548122,114.78734526620741
8687.710523605347,102,86,41.44,-51.76610098140935,37.77518986563356,115.14744070261203
8719.933986663818,98,86,41.21,-53.01015428657558,37.9860196076645,115.79009810036986
8751.314163208008,93,86,41.3,-54.08595641646489,37.9032413567035,115.5377710100785
8783.804416656494,92,86,41.39,-54.20609587750771,37.820823098136124,115.28654125915057
8831.801414489746,92,85,41.33,-54.28478849189557,38.121675011223786,115.45390618718224
8864.189386367798,88,86,41.37,-55.183745270732906,37.83910727657371,115.34227562765875
8896.275281906128,83,86,41.16,-56.660667728387764,38.03216394635214,115.93075662575905
8926.8958568573,77,85,41.1,-58.17992539953052,38.33500798573915,116.09999860623459
8960.207223892212,67,83,41.31,-60.266231363378,38.63226212970054,115.50980253488845
8992.072820663452,58,83,41.26,-62.485719654666546,38.67907776485529,115.64978048270098
9023.280382156372,54,83,41.02,-63.810873389364154,38.90538148654142,116.32642473710975
9055.661916732788,49,83,41.19,-64.74201428215436,38.74481059912429,115.84632053207677
9088.252067565918,45,84,41.4,-65.36436719232161,38.302748511978365,115.25869426850826
9119.171380996704,46,85,41.29,-65.30018148200703,38.15860567241171,115.56575303260456
9167.630434036255,46,86,41.32,-65.25277089525824,37.88489516049986,115.4818475971985
9199.180364608765,44,88,41.16,-65.98457507609714,37.53823973925666,115.93075662575905
9231.95505142212,44,89,40.83,-66.51788170786575,37.59267664672494,116.86774290267554
9264.34588432312,44,90,40.72,-66.69757146689976,37.44459792003325,117.18344653035957
9296.160459518433,42,91,40.65,-67.29657384679574,37.25901764137095,117.38523844320399
9327.754259109497,43,93,40.38,-67.50285830862313,37.0046841693333,118.170132310952
9358.210802078247,47,94,40.33,-66.61056744413654,36.79851689996663,118.31663631828025
9391.529560089111,50,96,40.04,-66.35572577202534,36.55729935593416,119.17357499291315
9424.194812774658,55,99,39.55,-65.93379818107898,36.23917536448873,120.65006176273685
9472.74112701416,59,101,39.09,-65.70274966951898,36.14554784603425,122.06983736802869
9503.416299819946,62,103,38.61,-65.75497434528272,36.068364282243685,123.58741110376178
9535.274982452393,65,106,38.02,-65.99891200318866,35.82600379777364,125.50525888259446
9567.866325378418,72,108,37.39,-65.26869419018253,35.88592522137747,127.61995032672485
9599.68876838684,78,108,36.93,-64.48293055918388,36.33292022819669,129.2095841515365
9632.380962371826,80,108,36.61,-64.50898685633905,36.65049833453438,130.3389768564939
9663.668632507324,84,108,36.06,-64.4013526159289,37.20950482604835,132.3269534863073
9696.104049682617,90,107,35.26,-64.18805800085457,38.342022240763725,135.32926666807268
9728.11245918274,93,106,34.71,-64.3546528377989,39.242427669010475,137.47363707047657
9760.355949401855,97,107,34.04,-64.46500489188671,39.71620752671354,140.1794930292668
9808.412790298462,107,110,32.95,-63.611098112879596,40.10454700040223,144.8166902190058
9840.490341186523,115,114,32.13,-62.784413814473396,39.86258894911775,148.51260325914228
9871.44684791565,121,118,31.79,-61.59865887507916,39.00991324967139,150.1009733474754
