t,u0,v0,u1,v1,u2,v2,u3,v3,X,Y,Z,Roll,Pitch,Yaw
4.784345626831055,496,319,491,443,367,319,366,448,18.28410589007757,63.20138693924818,-15.247557885181783,-2.9755374043975023,-0.6859421168645053,-1.8260042480038419
33.10108184814453,496,320,490,443,366,320,366,449,18.24441790856591,64.30523658353137,-15.646491707350219,-2.995021027779,-0.6776095459713667,-1.82865981570268
69.12064552307129,495,319,491,442,367,320,366,448,18.63554773765026,64.56878075189637,-15.62951318277888,-2.971175582342581,-0.6850866794051468,-1.8270992933871648
96.21453285217285,496,319,490,443,367,320,366,449,18.05250250614998,62.79789914586382,-15.222176514163273,-2.98851978930073,-0.6812532569647936,-1.8263924621470324
128.5233497619629,496,320,490,443,366,320,366,449,18.24441790856591,64.30523658353137,-15.646491707350219,-2.995021027779,-0.6776095459713667,-1.82865981570268
160.2344512939453,496,320,490,443,366,320,366,449,18.24441790856591,64.30523658353137,-15.646491707350219,-2.995021027779,-0.6776095459713667,-1.82865981570268
192.40045547485352,496,319,490,444,367,319,365,447,17.950779884761403,62.02475150394421,-15.009005551270448,-2.9804352771907263,-0.6858123320243281,-1.8232993557067154
223.97541999816895,496,320,490,443,367,319,365,449,18.30897372265445,62.83605882557168,-15.19994581786481,-2.9832221358135746,-0.6966752759646544,-1.8248732823907194
255.90205192565918,496,319,491,443,367,322,365,448,18.66625530177516,64.45954137372306,-15.807339096662595,-2.9828797427969187,-0.6805188695813136,-1.8280995754528677
288.00392150878906,496,320,490,444,367,321,365,448,18.163912899055394,63.18775449386977,-15.502908138260576,-2.9893883967426502,-0.680107793789952,-1.8262974317783296
351.28116607666016,496,321,490,446,366,321,366,449,17.89147581838025,63.84858537239254,-15.778958481976115,-2.9976234094853904,-0.6651267489493315,-1.8284637375046642
383.06736946105957,495,322,489,445,365,321,365,449,18.266847415154185,65.53300622885756,-16.21607682932313,-3.002408038007569,-0.6724700487375838,-1.8287680426937682
401.55959129333496,495,322,489,445,365,321,365,449,18.266847415154185,65.53300622885756,-16.21607682932313,-3.002408038007569,-0.6724700487375838,-1.8287680426937682
441.6780471801758,495,322,488,445,365,322,363,451,18.58946797014695,65.06317825728398,-16.157474226087608,-3.0081142438262876,-0.6934393407668985,-1.826356863564735
469.8216915130615,493,324,487,446,364,323,362,452,19.002626401175903,67.24926585960611,-16.93183158148223,-3.007287292825303,-0.6982675950452574,-1.8262049027554927
498.14558029174805,490,324,482,448,361,324,359,451,18.4616037481858,67.73141469005596,-17.227865032438558,-3.0349426271942432,-0.6906739932648281,-1.8206661788880223
527.073860168457,485,325,477,448,358,325,354,451,19.224624220784772,70.5006108211295,-18.081479026037755,-3.0444926717886323,-0.723667254049745,-1.8121368364586419
